Id,NewActivityDate,DatOfWeek,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,
7007744171,07/04/2016,Thursday,14100,10.57999992,61,33,265,1015,2840,0.5473483546
7007744171,08/04/2016,Friday,12627,9.649999619,54,22,301,1063,2871,0.5473483546
7007744171,09/04/2016,Saturday,10345,6.920000076,2,6,358,1074,2613,0.5473483546
7007744171,10/04/2016,Sunday,10146,6.789999962,1,12,397,1030,2700,0.5473483546
7007744171,11/04/2016,Monday,12168,8.140000343,18,27,375,1020,2871,0.5473483546
7007744171,12/04/2016,Tuesday,7413,5.769999981,53,6,43,405,1023,0.5473483546
7086361926,01/04/2016,Friday,11463,7.670000076,38,30,154,777,2496,0.5473483546
7086361926,02/04/2016,Saturday,87,0.01999999955,0,0,2,872,1641,0.5473483546
7086361926,03/04/2016,Sunday,1949,1.309999943,3,6,27,1404,1794,0.5473483546
7086361926,04/04/2016,Monday,6101,3.869999886,31,24,138,1247,2421,0.5473483546
7086361926,05/04/2016,Tuesday,7478,4.989999771,25,33,132,1159,2439,0.5473483546
7086361926,06/04/2016,Wednesday,7352,4.730000019,19,14,124,814,2233,0.5473483546
7086361926,07/04/2016,Thursday,14604,10.81999969,76,30,127,695,2862,0.5473483546
7086361926,08/04/2016,Friday,9634,6.519999981,50,48,140,797,2752,0.5473483546
7086361926,09/04/2016,Saturday,7338,4.670000076,27,5,204,717,2519,0.5473483546
7086361926,10/04/2016,Sunday,569,0.349999994,0,0,27,1368,1799,0.5473483546
7086361926,11/04/2016,Monday,6242,3.920000076,46,22,126,741,2543,0.5473483546
7086361926,12/04/2016,Tuesday,430,0.2599999905,0,0,14,75,625,0.5473483546
8053475328,02/04/2016,Saturday,20188,15.61999989,124,19,172,1125,3377,0.5473483546
8053475328,03/04/2016,Sunday,25701,20.13999939,165,36,97,1142,3697,0.5473483546
8053475328,04/04/2016,Monday,17395,13.21000004,100,4,213,1123,3209,0.5473483546
8053475328,05/04/2016,Tuesday,17167,13.40999985,98,8,184,1150,3167,0.5473483546
8053475328,06/04/2016,Wednesday,16435,12.42000008,100,14,191,1135,3122,0.5473483546
8053475328,07/04/2016,Thursday,17078,13.19999981,101,6,190,1143,3176,0.5473483546
8053475328,08/04/2016,Friday,11693,9.539999962,60,6,153,1221,2790,0.5473483546
8053475328,09/04/2016,Saturday,11159,9.140000343,59,6,120,1255,2715,0.5473483546
8053475328,10/04/2016,Sunday,10118,7.730000019,30,18,207,1185,2684,0.5473483546
8053475328,11/04/2016,Monday,16064,12.72000027,96,8,155,1181,3097,0.5473483546
8053475328,12/04/2016,Tuesday,290,0.2099999934,0,0,16,599,791,0.5473483546
8253242879,06/04/2016,Wednesday,1931,1.279999971,0,0,94,1346,1607,0.5473483546
8253242879,07/04/2016,Thursday,5181,3.420000076,15,15,107,1303,1776,0.5473483546
8253242879,08/04/2016,Friday,12026,9.149999619,47,13,150,1230,2162,0.5473483546
8253242879,09/04/2016,Saturday,5360,3.539999962,8,28,148,1256,1832,0.5473483546
8253242879,10/04/2016,Sunday,2545,1.679999948,0,0,126,1314,1657,0.5473483546
8253242879,11/04/2016,Monday,1636,1.080000043,0,0,86,1139,1377,0.5473483546
8378563200,01/04/2016,Friday,14179,11.23999977,73,21,195,719,3669,0.5473483546
8378563200,02/04/2016,Saturday,3358,2.660000086,0,0,144,657,2702,0.5473483546
8378563200,03/04/2016,Sunday,9152,7.260000229,25,13,243,600,3304,0.5473483546
8378563200,04/04/2016,Monday,13935,11.05000019,105,16,220,658,4234,0.5473483546
8378563200,05/04/2016,Tuesday,12846,10.18999958,113,15,189,686,4128,0.5473483546
8378563200,06/04/2016,Wednesday,9124,7.239999771,55,6,230,728,3798,0.5473483546
8378563200,07/04/2016,Thursday,9725,7.710000038,83,11,181,670,3839,0.5473483546
8378563200,08/04/2016,Friday,8350,6.619999886,72,10,167,868,3713,0.5473483546
8378563200,09/04/2016,Saturday,2240,1.779999971,0,0,110,843,2606,0.5473483546
8378563200,10/04/2016,Sunday,2631,2.089999914,0,0,117,727,2624,0.5473483546
8378563200,11/04/2016,Monday,8837,7.010000229,74,17,182,811,3775,0.5473483546
8378563200,12/04/2016,Tuesday,3246,2.569999933,65,15,49,243,1882,0.5473483546
8583815059,01/04/2016,Friday,2174,1.700000048,0,0,112,1328,2360,0.5473483546
8583815059,02/04/2016,Saturday,3494,2.730000019,0,0,166,1274,2517,0.5473483546
8583815059,03/04/2016,Sunday,2380,1.860000014,0,0,131,1309,2400,0.5473483546
8583815059,04/04/2016,Monday,3159,2.460000038,0,0,147,1293,2462,0.5473483546
8583815059,05/04/2016,Tuesday,6835,5.329999924,5,15,212,1208,2786,0.5473483546
8583815059,06/04/2016,Wednesday,2098,1.639999986,0,0,112,1328,2354,0.5473483546
8583815059,07/04/2016,Thursday,2816,2.200000048,0,0,138,1302,2437,0.5473483546
8583815059,08/04/2016,Friday,1408,1.100000024,0,0,79,1052,1814,0.5473483546
8792009665,01/04/2016,Friday,4592,2.940000057,4,8,176,748,2260,0.5473483546
8792009665,02/04/2016,Saturday,8452,5.409999847,9,24,328,1079,3004,0.5473483546
8792009665,03/04/2016,Sunday,7238,4.630000114,2,6,279,636,2667,0.5473483546
8792009665,04/04/2016,Monday,3821,2.450000048,0,9,161,675,2229,0.5473483546
8792009665,05/04/2016,Tuesday,2332,1.49000001,1,10,111,904,2100,0.5473483546
8792009665,06/04/2016,Wednesday,2121,1.360000014,0,0,122,855,2114,0.5473483546
8792009665,07/04/2016,Thursday,1291,0.8299999833,0,0,77,888,1961,0.5473483546
8792009665,08/04/2016,Friday,1467,0.9399999976,2,8,71,912,1953,0.5473483546
8792009665,09/04/2016,Saturday,1022,0.6499999762,0,0,63,739,1890,0.5473483546
8792009665,10/04/2016,Sunday,4605,2.950000048,0,0,179,1261,2253,0.5473483546
8792009665,11/04/2016,Monday,178,0.1099999994,0,0,12,1428,1725,0.5473483546
8792009665,12/04/2016,Tuesday,20,0.009999999776,0,0,6,598,728,0.5473483546
8877689391,01/04/2016,Friday,18700,15.81999969,67,3,247,1123,3527,0.5473483546
8877689391,02/04/2016,Saturday,27572,23.38999939,116,24,260,1040,4220,0.5473483546
8877689391,03/04/2016,Sunday,15260,8.18999958,106,17,259,1058,3864,0.5473483546
8877689391,04/04/2016,Monday,20779,18.40999985,78,16,208,1138,3662,0.5473483546
8877689391,05/04/2016,Tuesday,10695,8.119999886,10,3,246,1181,2834,0.5473483546
8877689391,06/04/2016,Wednesday,24136,20.90999985,87,16,318,1019,4039,0.5473483546
8877689391,07/04/2016,Thursday,10910,8.420000076,32,11,212,1185,2947,0.5473483546
8877689391,08/04/2016,Friday,23014,20.38999939,70,29,359,982,4196,0.5473483546
8877689391,09/04/2016,Saturday,16470,8.069999695,90,9,289,1052,3841,0.5473483546
8877689391,10/04/2016,Sunday,28497,27.53000069,128,46,211,1055,4526,0.5473483546
8877689391,11/04/2016,Monday,10622,8.06000042,18,7,225,1190,2820,0.5473483546
8877689391,12/04/2016,Tuesday,2350,1.779999971,0,0,58,531,938,0.5473483546
,,,,,,,,,,
AvgSteps,AvgCal,,AvgSedMins,AvgVeryActiveMins,,,,,,
7628.726343,2308.516624,,950.8439898,19.29411765,,,,,,
